"sku","_store","_attribute_set","_type","_category","_root_category","_product_websites","author","book_year","color","condition","cost","country_of_manufacture","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","description","edition","format","gallery","gift_message_available","has_options","image","image_label","isbn_number","is_used","manufacturer","media_gallery","meta_description","meta_keyword","meta_title","minimal_price","msrp","msrp_display_actual_price_type","msrp_enabled","name","news_from_date","news_to_date","options_container","page_layout","price","publisher","rental_return_date","rent_price","required_options","searchindex_weight","short_description","small_image","small_image_label","special_from_date","special_price","special_to_date","status","tax_class_id","thumbnail","thumbnail_label","updated_at","url_key","url_path","visibility","weight","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_group_price_website","_group_price_customer_group","_group_price_price","_media_attribute_id","_media_image","_media_lable","_media_position","_media_is_disabled"
"TB-9780323048538","","Default","simple","Australian Catholic University","Default Category","base","Karen Jacobs","2007","","","","Australia","2015-08-16 7:29","","","","","","3rd","Hardback","","","0","/9/7/9780323048538.jpg","","9780323048538","","","","","","","","102.00","Use config","Use config","Ergonomics for Therapists","","","Block after Info Column","","90.78","Mosby","2016-7-10 0:00","","0","","","/9/7/9780323048538.jpg","","","","","1","2","/9/7/9780323048538.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/OTHY202 - Ergonomics and Occupational Health and Safety","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780849373060","","Default","simple","Australian Catholic University","Default Category","base","R. S. Bridger","2008","","","","Australia","2015-08-16 7:29","","","","","","3 Rev ed","Hardback","","","0","/9/7/9780849373060.jpg","","9780849373060","","","","","","","","","Use config","Use config","Introduction to Ergonomics","","","Block after Info Column","","122.99","CRC Press Inc","2016-7-10 0:00","","0","","","/9/7/9780849373060.jpg","","","","","1","2","/9/7/9780849373060.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/OTHY202 - Ergonomics and Occupational Health and Safety","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780723436973","","Default","simple","Australian Catholic University","Default Category","base","Peter H. Abrahams","2013","","","","Australia","2015-08-16 7:29","","","","","","7th","Mixed media product","","","0","/9/7/9780723436973.jpg","","9780723436973","","","","","","","","91.00","Use config","Use config","McMinn and Abrahams' Clinical Atlas of Human Anatomy","","","Block after Info Column","","80.99","Mosby","2016-7-10 0:00","50.05","0","","","/9/7/9780723436973.jpg","","","","","1","2","/9/7/9780723436973.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/PHTY100 - Physiotherapy Anatomy 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780702053085","","Default","simple","Australian Catholic University","Default Category","base","Nigel Palastanga","2012","","","","Australia","2015-08-16 7:29","","","","","","6 Rev ed","Paperback","","","0","/9/7/9780702053085.jpg","","9780702053085","","","","","","","","87.00","Use config","Use config","Anatomy and Human Movement: Structure and Function","","","Block after Info Column","","77.43","Churchill Livingstone","2016-7-10 0:00","47.85","0","","","/9/7/9780702053085.jpg","","","","","1","2","/9/7/9780702053085.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/PHTY100 - Physiotherapy Anatomy 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781486094011","","Default","simple","Australian Catholic University","Default Category","base","""Bullock, S""","2013","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Shrinkwrap","","","0","/9/7/9781486094011.jpg","","9781486094011","","","","","","","","154.33","Use config","Use config","Principles of Pathophysiology & MYHealthProfessionsKit Valuepack","","","Block after Info Column","","141.98","Pearson","2016-7-10 0:00","84.88","0","","","/9/7/9781486094011.jpg","","","","","1","2","/9/7/9781486094011.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/PHTY200 - Physiotherapy Pathophysiology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781608310180","","Default","simple","Australian Catholic University","Default Category","base","Anne Shumway-Cook","2011","","","","Australia","2015-08-16 7:29","","","","","","4th","Hardback","","","0","/9/7/9781608310180.jpg","","9781608310180","","","","","","","","105.00","Use config","Use config","Motor Control: Translating Research into Clinical Practice","","","Block after Info Column","","91.35","Lippincott Williams and Wilkins","2016-7-10 0:00","","0","","","/9/7/9781608310180.jpg","","","","","1","2","/9/7/9781608310180.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/PHTY202 - Movement Science and Practice 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781308044477","","Default","simple","Australian Catholic University","Default Category","base","Magill","2013","","","","Australia","2015-08-16 7:29","","","","","","10th edition","Paperback","","","0","/9/7/9781308044477.jpg","","9781308044477","","","","","","","","154.95","Use config","Use config","Cust Motor Learning and Control 10e","","","Block after Info Column","","131.71","McGraw-Hill Australia","2016-7-10 0:00","66.58","0","","","/9/7/9781308044477.jpg","","","","","1","2","/9/7/9781308044477.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/PHTY202 - Movement Science and Practice 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780070998131","","Default","simple","Australian Catholic University","Default Category","base","Peter Brukner","2011","","","","Australia","2015-08-16 7:29","","","","","","4th","Hardback","","","0","/9/7/9780070998131.jpg","","9780070998131","","","","","","","","125.95","Use config","Use config","Brukner & Khan's Clinical Sports Medicine","","","Block after Info Column","","107.06","McGraw-Hill Medical","2016-7-10 0:00","","0","","","/9/7/9780070998131.jpg","","","","","1","2","/9/7/9780070998131.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/PHTY206 - Musculoskeletal Science & Practice 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Victoria University","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Victoria University/22248VIC - Advanced Diploma Myotherapy","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780702040672","","Default","simple","Australian Catholic University","Default Category","base","Elly Hengeveld","2013","","","","Australia","2015-08-16 7:29","","","","","","5th edition","Paperback","","","0","/9/7/9780702040672.jpg","","9780702040672","","","","","","","","99.95","Use config","Use config","Maitland's Peripheral Manipulation: Volume 2: Management of Neuromusculoskeletal Disorders","","","Block after Info Column","","88.96","Churchill Livingstone","2016-7-10 0:00","54.97","0","","","/9/7/9780702040672.jpg","","","","","1","2","/9/7/9780702040672.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/PHTY206 - Musculoskeletal Science & Practice 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780702030253","","Default","simple","Australian Catholic University","Default Category","base","Paul Martin Hattam","2010","","","","Australia","2015-08-16 7:29","","","","","","","Paperback","","","0","/9/7/9780702030253.jpg","","9780702030253","","","","","","","","47.00","Use config","Use config","Special Tests in Musculoskeletal Examination: An Evidence-based Guide for Clinicians","","","Block after Info Column","","41.83","Churchill Livingstone","2016-7-10 0:00","","0","","","/9/7/9780702030253.jpg","","","","","1","2","/9/7/9780702030253.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
